date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:59:00	247/247	UR-M--	200	added ('OK')	text/html		https://www.kuveytturkportfoy.com.tr/media/z1falqdw/%c3%a7erez-metni-pdf.pdf	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/z1falqdw/%c3%a7erez-metni-pdf.pdf	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:59:01	247/247	UR-M--	200	added ('OK')	text/html		https://www.kuveytturkportfoy.com.tr/media/fl5f1xd3/banner-web-12.png	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/media/fl5f1xd3/banner-web-12.png	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:59:01	169657/169657	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://bundles.efilli.com/kuveytturkportfoy.dev.clockwork.ist.prod.js	/Users/eyupi/websites/kuveyturkportfoy/bundles.efilli.com/kuveytturkportfoy.dev.clockwork.ist.prod.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:59:01	169635/169635	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://bundles.efilli.com/kuveytturkportfoy.com.tr.prod.js	/Users/eyupi/websites/kuveyturkportfoy/bundles.efilli.com/kuveytturkportfoy.com.tr.prod.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/)
15:59:01	0/0	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:01%20GMT	https://www.kuveytturkportfoy.com.tr/Content/uikit/images/backgrounds/divider-icon.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/images/backgrounds/divider-icon.37.delayed	(from https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min.css?v=220420252)
15:59:02	0/0	UR-MC-	416	error ('Range%20Not%20Satisfiable')	text/html	etag:W/%2232e8a-y1VYFBBM+4v4jk0bIQM7SVw8Wnc%22	https://cdn.jsdelivr.net/npm/chart.js	/Users/eyupi/websites/kuveyturkportfoy/cdn.jsdelivr.net/npm/chart.js	(from https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/risk-profili-anketi-sonuc/)
15:59:02	759/759	---M--	200	added ('OK')	image/svg+xml	etag:%221db666255ceb777%22	https://www.kuveytturkportfoy.com.tr/Content/images/icons/icn-check.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/images/icons/icn-check.svg	(from https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min.css?v=220420252)
15:59:03	965/965	---M--	200	added ('OK')	image/svg+xml	etag:%221db74bf148e3345%22	https://www.kuveytturkportfoy.com.tr/Content/uikit/custom/icons/icn-chevron-down-large.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/custom/icons/icn-chevron-down-large.svg	(from https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min.css?v=220420252)
15:59:04	1028/1028	---M--	200	added ('OK')	image/svg+xml	etag:%221db3cc5f093bb04%22	https://www.kuveytturkportfoy.com.tr/Content/uikit/custom/icons/icn-chevron-down.svg	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/Content/uikit/custom/icons/icn-chevron-down.svg	(from https://www.kuveytturkportfoy.com.tr/Content/uikit/dist/css/uikit.custom-theme.min.css?v=220420252)
15:59:05	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:04%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/a	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/a.3b.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:06	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:04%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/signals/config/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:06	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:06%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/a/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/a/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:06	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:06%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/POST	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/POST.3c.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:07	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:06%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/signals/plugins/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:07	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:06%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/POST/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/POST/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:07	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:07%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/schema.org/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:07	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:07%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/b.resolvedLink	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/b.3d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:08	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:07%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/d	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/d.3e.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:09	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:07%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/b.resolvedLink/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/b.resolvedLink/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:09	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:09%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/d/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/d/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:09	0/0	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:09%20GMT	https://www.kuveytturkportfoy.com.tr/signals/iwl.js	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/signals/iwl.3f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:10	0/0	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:09%20GMT	https://www.kuveytturkportfoy.com.tr/signals/iwl.js?pixel_id=	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/signals/iwl.400fc5.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:11	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:10%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.dl	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.41.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:12	188/188	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2012:59:12%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.rl	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.42.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:13	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:12%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.dl/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.dl/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:59:14	54215/54215	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Nov%202025%2012:59:13%20GMT	https://www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.rl/	/Users/eyupi/websites/kuveyturkportfoy/www.kuveytturkportfoy.com.tr/risk-profili-hesaplama/c.rl/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
